# name	status	verified	params(known)	write-shaped	purpose
# one method per line; full entry at https://vs.izie.top/redocumented/api/methods/<name>.json
sfdc.captchaKeys.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.captchaKeys.list	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.checkUiApiCompatibility	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.domainVerification.activate	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.domainVerification.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.domainVerification.delete	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.domainVerification.get	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.domainVerification.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.eacConfigs.disconnect	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.eacConfigs.get	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.eacConfigs.init	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.emailToCaseConfigs.create	undocumented	existence-only (sample-checked)	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.emailToCaseConfigs.delete	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.emailToCaseConfigs.get	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.emailToCaseConfigs.notifyCopy	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.emailToCaseConfigs.resendVerification	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.emails.composer.defaults	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.emails.history	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.emails.send	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.events.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.fields.create	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.fields.edit	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.fields.listEligible	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.fields.updateVisibility	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.files.download	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.files.list	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.files.upload	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.getContactDetails	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.getContactListInfo	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.getFrontdoorUrl	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.getGlobalActions	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.getImportObjectAvailableFields	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.getImportObjectCSVSample	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.getListViews	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.getListViewsV2	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.getObjectFields	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.getObjectsOfType	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.getOpportunity	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.getOwnerChangeOptions	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.getPicklistValuesV2	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.getRecordLayoutDetails	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.getRelatedListRecords	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.getRelatedLists	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.getReportAggregates	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.getReportAggregatesMetadata	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.integration.admin.activateOrg	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.addMembers	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.addValidatedMembers	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.checkProvisioningEligibility	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.disconnectOrg	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.exportUserMappings	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.listEligibleCkaOrgs	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.listMembers	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.listOrgs	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.previewUsers	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.requestConnection	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.syncConnectionUpdate	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.syncMemberPerms	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.updateOrgConfig	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.admin.validateEmails	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.auth.loginUrl	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.authUser	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.disconnectUser	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.elevateMigration.complete	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.elevateMigration.exportFailedUsers	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.elevateMigration.start	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.elevateMigration.startManual	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.integration.listOrgs	undocumented	not-live-tested	params	-	List connected Salesforce integration orgs
sfdc.integration.setCurrentOrg	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.layouts.info	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.licenses.approval.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.licenses.approval.myRequest	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.licenses.approval.request	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.licenses.approval.review	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.listViews.loadPreferences	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.listViews.recommend	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.listViews.savePreferences	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.objects.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.orgInfo	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.records.changeOwner	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.records.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.records.delete	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.records.listRecent	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.records.performQuickAction	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.records.undelete	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.salesTracker.convertLead	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.salesTracker.getContent	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.salesTracker.getSchema	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.salesTracker.getStageSettings	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.salesTracker.updateStageSettings	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.searchObjects	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.shareSalesTracker	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.startCSVImport	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.updateRecord	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.uploadCSVFile	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
sfdc.userInfo	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sfdc.webToLeads.updateSettings	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
share.prompts.add	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
share.prompts.checkAttachedSkills	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
share.prompts.info	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
share.prompts.listInvokedSkills	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sharedInvites.accept	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sharedInvites.canAccept	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sharedInvites.canGetLink	undocumented	live-verified	params	-	Eligibility to generate shared invite link
sharedInvites.findTeamsEligibility	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sharedInvites.get	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sharedInvites.getLink	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sharedInvites.ignoreInvite	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sharedInvites.ignoreUser	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
sharedInvites.revoke	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
sharedInvites.sendDMRequest	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sharedWorkspaces.invites.sendByEmail	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
sidebar.dms	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
signin.confirmCode	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
signin.findWorkspaces	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
signup.checkSignupDomains	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
signup.confirmEmail	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackAi.permissions.getForUser	undocumented	partial	params	-	Slack AI feature permission state
slackConnect.domain.setPrimary	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackLists.access.delete	documented	docs-only	params	write	Revoke access to a List for specified entities.
slackLists.access.set	documented	docs-only	params	write	Set the access level to a List for specified entities.
slackLists.create	documented	docs-only	params	write	Create a List.
slackLists.download.get	documented	docs-only	params	-	Retrieve List download URL from an export job to download List contents.
slackLists.download.start	documented	docs-only	params	-	Initiate a job to export List contents.
slackLists.items.create	documented	docs-only	params	write	Add a new item to an existing List.
slackLists.items.delete	documented	docs-only	params	write	Deletes an item from an existing List.
slackLists.items.deleteMultiple	documented	docs-only	params	write	Deletes multiple items from an existing List.
slackLists.items.info	documented	docs-only	params	-	Get a row from a List.
slackLists.items.list	documented	docs-only	params	-	Get records from a List.
slackLists.items.update	documented	docs-only	params	write	Updates cells in a List.
slackLists.update	documented	docs-only	params	write	Update a List.
slackbot.mcp.callTool	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.mcp.getToolResult	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.mcp.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.mcp.listResources	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.mcp.listTools	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.mcp.openLink	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.mcp.readResource	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.mcp.sendMessage	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.memories.delete	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.memories.import	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.memories.list	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.memories.updateSettings	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.precache	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.responses.add	undocumented	not-live-tested (source-only, typed but unverified)	params	write	params per slack-undoc-client generated types: triggers?: string; responses?: string;
slackbot.responses.delete	undocumented	not-live-tested (source-only, typed but unverified)	params	write	params per slack-undoc-client generated types: response?: string;
slackbot.responses.edit	undocumented	not-live-tested (source-only, typed but unverified)	params	write	params per slack-undoc-client generated types: response?: string; triggers?: string; responses?: string;
slackbot.responses.list	undocumented	not-live-tested (source-only, typed but unverified)	params	-	params per slack-undoc-client generated types: limit?: number;
slackbot.suggestions.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slackbot.suggestions.listForDesktop	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
slides.addAttachment	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
slides.update	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
solutions.collaborators.add	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
solutions.collaborators.get	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
solutions.collaborators.remove	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
solutions.create	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
solutions.delete	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
solutions.get	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
solutions.getTemplates	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
solutions.list	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
solutions.update	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
stars.add	documented	docs-only	params	write	Save an item for later. Formerly known as adding a star.
stars.list	documented	docs-only	params	-	Listed a user's saved items, formerly known as stars.
stars.remove	documented	docs-only	params	write	Removes a saved item (star) from an item.
subscriptions.thread.add	undocumented	existence-only	params	write	(inferred from name only; see methods/datamine-2026-09.md)
subscriptions.thread.clearAll	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
subscriptions.thread.get	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
subscriptions.thread.getTimestamps	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
subscriptions.thread.getView	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
subscriptions.thread.mark	undocumented	existence-only	params	write	(inferred from name only; see methods/datamine-2026-09.md)
subscriptions.thread.remove	undocumented	existence-only	params	write	(inferred from name only; see methods/datamine-2026-09.md)
subteams.info	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
subteams.validateHandle	undocumented	existence-only (sample-checked)	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
subteams.validateName	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
surveys.submit	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
tableau.embeds.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.accessLogs	documented	docs-only	params	-	Gets the access logs for the current team.
team.admin.attachments.list	undocumented	not-live-tested (source-only, typed but unverified)	params	-	params per slack-undoc-client generated types: (void / no params)
team.admins.list	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
team.approvedOrgs.add	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.approvedOrgs.remove	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.billableInfo	documented	docs-only	params	-	Gets billable users information for the current team.
team.billing.addContact	undocumented	not-live-tested (source-only, typed but unverified)	params	write	params per slack-undoc-client generated types: email?: string;
team.billing.changes.list	undocumented	not-live-tested (source-only, typed but unverified)	params	-	params per slack-undoc-client generated types: page?: number;
team.billing.info	documented	docs-only	params	-	Reads a workspace's billing plan information.
team.billing.removeContact	undocumented	not-live-tested (source-only, typed but unverified)	params	write	params per slack-undoc-client generated types: id?: number;
team.bmau.export	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.bmau.getAvailableDateRange	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.changeInfo	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.checkEmailDomains	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
team.connectedOrgs.export	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.connectedOrgs.get	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.connectedOrgs.list	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.counts	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.emailDomains.allowed.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.emailDomains.allowed.set	undocumented	existence-only (sample-checked)	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.emailDomains.restricted.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.emailDomains.restricted.set	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.externalTeams.disconnect	documented	docs-only	params	-	Disconnect an external organization.
team.externalTeams.list	documented	docs-only	params	-	Returns a list of all the external teams connected and details about the connection.
team.feature.getRequest	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
team.feature.request	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
team.info	documented	docs-only	params	-	Gets information about the current team.
team.integrationLogs	documented	docs-only (live-tested 2026-09-20, not_allowed_token_type on both token scopes)	params	-	Gets the integration logs for the current team.
team.listExternal	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
team.nav.get	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.newHires	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
team.paidfeatures.get	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
team.preferences.list	documented	docs-only	params	-	Retrieve a list of a workspace's team preferences.
team.prefs.get	undocumented	live-verified	params	-	Team-level client preferences
team.prefs.set	undocumented	existence-only	params	write	(inferred from name only; see methods/datamine-2026-09.md)
team.profile.get	documented	docs-only	params	-	Retrieve a team's profile.
team.slackConnectGuidelines.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.slackConnectGuidelines.get	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.slackConnectGuidelines.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.slackConnectGuidelines.setEnabled	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.slackConnectPrefs.list	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.slackConnectPrefs.remove	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.slackConnectPrefs.set	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.stateMachine	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
team.stats.export	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.stats.timeSeries	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
team.targetingCriteria	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
teams.authorized.ip.range.checkIp	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
teams.authorized.ip.range.list	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
teams.authorized.ip.range.set	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
teams.company.info	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
teams.selfReportedSegmentation.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
teams.trials.info	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
teams.trials.usage	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
templates.admins.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
templates.integrations.get	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
templates.provision	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
today.focus	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
today.ignoreChannels	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
today.items.blocks.dismiss	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
today.items.clear	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
today.items.delete	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
today.items.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
today.items.markRead	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
today.items.markUnread	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
today.items.update	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
today.unignoreChannels	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
tooling.tokens.rotate	documented	docs-only	params	-	Exchanges a refresh token for a new app configuration token.
transcripts.feedback	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ublockworkaround.history	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
unfurl.external.validateDomain	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
unread.collapse	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
unread.expand	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
unread.markRead	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
userAlerts.ack	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
usergroups.create	documented	docs-only	params	write	Create a User Group.
usergroups.disable	documented	docs-only	params	write	Disable an existing User Group.
usergroups.enable	documented	docs-only	params	write	Enable a User Group.
usergroups.list	documented	docs-only	params	-	List all User Groups for a team.
usergroups.membership	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
usergroups.search	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
usergroups.update	documented	docs-only	params	write	Update an existing User Group.
usergroups.users.list	documented	live-verified	params	-	List all users in a User Group.
usergroups.users.update	documented	docs-only	params	write	Update the list of users for a user group.
users.accessLogs	undocumented	not-live-tested (source-only, typed but unverified)	params	-	params per slack-undoc-client generated types: (void / no params)
